journal_id
101761232
101761581
101762461
101757922
101764819
101764223
101766761
101771247
101758692
101760671
101738236
101741148
101745500
101738005
101750601
101738312
101744702
101760170
101758685
101766756
101736592
101734781
101746324
101743576
101737969
101743493
101739664
101714112
101734172
101727782
101718099
101719009
101715577
101723675
101747728
101714113
101735394
101719179
101738191
101735701
101729993
101724904
101736847
101729235
101730067
101719675
101735273
101716139
101713384
101719700
101730510
101723786
101711718
101698454
101710889
101731706
101731713
101731723
101731726
101731727
101731730
101731731
101731734
9806362
101701004
101722685
101710381
101698453
101706399
101698946
101721752
101686284
101693805
101712185
101738444
101708159
101708809
101709200
101710204
101701588
101701089
101724868
101712925
101704339
101728869
101761026
101737562
101692753
101698994
101697750
101695048
101700960
101697563
101697564
101674571
101669031
101676043
101697329
101671285
101698425
101685275
101694651
101676030
101675083
101697632
101682864
101681550
101685882
101681234
101690685
101703450
101676086
101681801
101675570
101689703
101674989
101676033
101676073
101684997
101693884
101685366
101688432
101690683
101699003
101679980
101712576
101696896
101698577
101674869
101676019
101696724
101688624
101733136
101676423
101689996
101691301
101697192
101654580
101654770
101649265
101652401
101660822
101652058
101677045
101656080
101692332
101654592
101660017
101649136
101653409
101669491
101677796
101665661
101648506
101654694
101697320
101650829
101650235
101665187
101674352
101656995
101652861
101669345
101714875
101651624
101671820
101674533
101651677
101672103
101669124
101666944
101677786
101662552
101662038
101677459
101653440
101656808
101680856
101671170
101665956
101686048
101678837
101680410
101620182
101620313
101631047
101652981
101620864
101625721
101623795
101660690
101623613
101648302
101629387
101635599
101654734
101647039
101647362
101669191
101759159
